epoch,accuracy,learning_rate,loss,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.08814790099859238,0.0010000000474974513,3.8482143878936768,0.27203696966171265,0.20040899515151978,3.240403413772583,0.48261758685112
1,0.24958732724189758,0.0010000000474974513,3.12471342086792,0.5358204245567322,0.27402862906455994,2.9286813735961914,0.5644171833992004
2,0.32915154099464417,0.0010000000474974513,2.794400930404663,0.6401452422142029,0.2965235114097595,2.8463873863220215,0.6298568248748779
3,0.38494551181793213,0.0010000000474974513,2.6228880882263184,0.6972598433494568,0.2985685169696808,2.7582590579986572,0.6789366006851196
4,0.4357873797416687,0.0010000000474974513,2.465363025665283,0.7451304197311401,0.3394683003425598,2.7343132495880127,0.6973415017127991
5,0.4575767517089844,0.0010000000474974513,2.4197919368743896,0.7606470584869385,0.349693238735199,2.737726926803589,0.6973415017127991
6,0.4938923716545105,0.0010000000474974513,2.2982146739959717,0.7844172716140747,0.34355828166007996,2.698091983795166,0.6952965259552002
7,0.5074281692504883,0.0010000000474974513,2.2356793880462646,0.8098382353782654,0.3333333432674408,2.725633382797241,0.6728016138076782
8,0.5308682918548584,0.0010000000474974513,2.173964023590088,0.8296467661857605,0.33128833770751953,2.7150657176971436,0.6748466491699219
9,0.5404424071311951,0.0010000000474974513,2.1695940494537354,0.8207328915596008,0.3619631826877594,2.7033932209014893,0.6973415017127991
10,0.5440739393234253,0.0010000000474974513,2.124084711074829,0.8293166160583496,0.3558282256126404,2.644333600997925,0.7014315128326416
11,0.5760977268218994,0.0010000000474974513,2.0831191539764404,0.8471442461013794,0.33742332458496094,2.6993165016174316,0.7137014269828796
12,0.573786735534668,0.0010000000474974513,2.070889472961426,0.8524265289306641,0.33128833770751953,2.669773578643799,0.7096114754676819
13,0.5896335244178772,0.0010000000474974513,2.0190887451171875,0.8623307943344116,0.3680981695652008,2.666322946548462,0.7116564512252808
14,0.5774182677268982,0.0010000000474974513,2.0374650955200195,0.8553978204727173,0.39468303322792053,2.650651693344116,0.7259713411331177
15,0.5899636745452881,0.0010000000474974513,1.9902125597000122,0.872895359992981,0.3701431453227997,2.6619820594787598,0.7157464027404785
16,0.6054803729057312,0.0010000000474974513,1.997428297996521,0.8659623861312866,0.3619631826877594,2.721067428588867,0.7014315128326416
17,0.5985473990440369,0.0010000000474974513,1.9715973138809204,0.8682733774185181,0.3619631826877594,2.722052574157715,0.7055214643478394
18,0.6249587535858154,0.0010000000474974513,1.9305062294006348,0.8880818486213684,0.349693238735199,2.6905531883239746,0.7096114754676819
19,0.6490591168403625,0.0003000000142492354,1.8706594705581665,0.8956751227378845,0.3558282256126404,2.6755123138427734,0.7116564512252808
